PC4,jaar,lbm,afw,fys,onv,soc,vrz,won
1017,2014,4.535320604384679,0.4330557532409931,0.007967154104292268,-0.080584566330006,-0.05045346294742339,0.5677344797101674,-0.011607851296037567
1017,2016,4.565670952933675,0.46340610178998975,NA,NA,NA,NA,NA
1017,2018,4.528385509397609,0.42612065825392303,0.0015221413153240155,-0.0860813474884356,-0.04974892961382256,0.5464359374539287,0.013992856586928237
1017,2020,4.587846545043364,0.48558169389967826,0.009973065280640297,-0.09588345928057343,-0.05187445770629497,0.6121078936389609,0.011258651966945232
1017,2022,4.630815077327806,0.5285502261841206,0.009924302293889565,-0.07537618035210583,-0.05532544970565166,0.6261110960685587,0.023216457879429588
1018,2002,4.113898868232021,0.011634017088335747,NA,NA,NA,NA,NA
1018,2008,4.199155287385652,0.0968904362419674,NA,NA,NA,NA,NA
1018,2012,4.277294284532663,0.17502943338897728,NA,NA,NA,NA,NA
1018,2014,4.241637295239693,0.13937244409600816,-0.009869171041342911,-0.0856601666506003,-0.06316133267865849,0.3425980069545246,-0.04453489248791499
1018,2016,4.23302888237989,0.1307640312362047,NA,NA,NA,NA,NA
1018,2018,4.278579177987998,0.17631432684431328,-0.01543965213039762,-0.0793687852759097,-0.06441838086907974,0.35181587284377847,-0.016274727724078397
1018,2020,4.316378744748732,0.21411389360504712,-0.006907118691735353,-0.0770835634603054,-0.06077249437060496,0.37562864316765926,-0.01675157303996677
1018,2022,4.298873247534407,0.19660839639072097,-0.005082758506655301,-0.10722453915844109,-0.058530317636716823,0.37660307669198023,-0.009157064999446383
1019,2002,4.10517303607454,0.0029081849308553896,NA,NA,NA,NA,NA
1019,2008,4.184797850928328,0.08253299978464312,NA,NA,NA,NA,NA
1019,2012,4.228492923908074,0.1262280727643884,NA,NA,NA,NA,NA
1019,2014,4.2410619597008,0.13879710855711516,0.0012960915879044238,-0.01673400453182807,-0.05458093146042376,0.2215033073707606,-0.012687354409298262
1019,2016,4.242745377001501,0.140480525857816,NA,NA,NA,NA,NA
1019,2018,4.2291470431962015,0.126882192052517,-0.004759294581919474,-0.01395260116215305,-0.05472147701116829,0.21412496506893766,-0.013809400261180138
1019,2020,4.2549602085045715,0.1526953573608867,0.0035485368865910936,-0.015569450107731975,-0.05484565214724102,0.2302499858780604,-0.010688063148792032
1019,2022,4.288876855263785,0.1866120041200996,0.01085772185234184,-0.010561098201038913,-0.05331570698539526,0.24920160585986426,-0.009570518405672577
1021,2002,3.7398520331067115,-0.3624128180369735,NA,NA,NA,NA,NA
1021,2008,3.8112699315505485,-0.2909949195931366,NA,NA,NA,NA,NA
1021,2012,3.904632286762032,-0.19763256438165328,NA,NA,NA,NA,NA
1021,2014,3.9342904232708746,-0.16797442787281072,-0.011795310038449256,-0.18220439320108683,-0.09239426399624748,0.17803220796926458,-0.05961266860629203
1021,2016,4.006781453152413,-0.09548339799127244,NA,NA,NA,NA,NA
1021,2018,3.9996523140123657,-0.10261253713131926,-0.01935072416785198,-0.13666824933448998,-0.08408946819579857,0.19021340661021263,-0.052717502043391665
1021,2020,4.103450025479133,0.001185174335448019,-0.010643316067404351,-0.11980846297900621,-0.07684295119352479,0.2351661550243516,-0.026686250448968506
1021,2022,4.064407332099886,-0.037857519043798527,-0.007617823654921675,-0.1266654454818494,-0.08001971011347132,0.21773416127260237,-0.0412887010661588
1022,2002,3.7676528347819302,-0.3346120163617552,NA,NA,NA,NA,NA
1022,2008,3.8881381772429537,-0.21412667390073162,NA,NA,NA,NA,NA
1022,2012,4.032848774499899,-0.06941607664378655,NA,NA,NA,NA,NA
1022,2014,4.1064440518115655,0.004179200667879667,-0.017364389064660885,-0.08052183853750577,-0.02760369453004316,0.16199778685326924,-0.032328664053179995
1022,2016,4.1224722593007534,0.020207408157068285,NA,NA,NA,NA,NA
1022,2018,4.070205202782003,-0.03205964836168189,-0.05227069898540704,-0.056188765065213704,-0.02549863660128512,0.1439915552449551,-0.04209310295473142
1022,2020,4.11926710175984,0.0170022506161554,-0.038570175378852926,-0.0851706355931204,-0.018797459925660523,0.18023958851902822,-0.020699067005239276
1022,2022,3.985610398957947,-0.11665445218573849,-0.035588796862726785,-0.15504073122966136,-0.011528286368078549,0.16924453245984555,-0.08374117018511773
1023,2002,3.9859103087007264,-0.11635454244295931,NA,NA,NA,NA,NA
1023,2008,3.9900689397957882,-0.11219591134789664,NA,NA,NA,NA,NA
1023,2012,4.004585380283158,-0.09767947086052642,NA,NA,NA,NA,NA
1023,2014,4.011929716146205,-0.09033513499747968,0.008310066628377381,-0.0555595106740654,-0.038272917253693674,0.09615144404188435,-0.10096421773998261
1023,2016,4.053541883650679,-0.048722967493005885,NA,NA,NA,NA,NA
1023,2018,4.0325519066620545,-0.06971294448163134,0.0031933272181823118,-0.04211853406230998,-0.03313371641709954,0.09830823191564987,-0.09596225313605428
1023,2020,4.059862703405534,-0.04240214773815215,0.011736549208881931,-0.05542168347728368,-0.0321590833983434,0.12328050739474544,-0.0898384374661527
1023,2022,4.051032983058007,-0.05123186808567878,0.009421537514084392,-0.0662931197872889,-0.03335910478288899,0.11859086317591037,-0.07959204420549591
1024,2002,3.7020487217425146,-0.4002161294011709,NA,NA,NA,NA,NA
1024,2008,3.7049911936676643,-0.39727365747602084,NA,NA,NA,NA,NA
1024,2012,3.737891174125519,-0.3643736770181658,NA,NA,NA,NA,NA
1024,2014,3.7949260982042463,-0.30733875293943896,-0.006768878330879812,-0.13879541320306357,-0.07107342121445069,0.06965403712912037,-0.16035507732016555
1024,2016,3.834997805215519,-0.2672670459281664,NA,NA,NA,NA,NA
1024,2018,3.8326199178711606,-0.269644933272525,-0.013899709198386774,-0.10798768004847932,-0.06397076586663718,0.07201000937315465,-0.1557967875321766
1024,2020,3.879620102541496,-0.22264474860218916,-0.009999835155593155,-0.11799176708467717,-0.06467263265470845,0.10393200479259089,-0.13391251849980157
1024,2022,3.847438304295071,-0.25482654684861455,-0.008306634300650036,-0.14405618340867365,-0.06763158804171536,0.10125787387330136,-0.13609001497087714
1025,2002,3.9045395150952547,-0.19772533604843023,NA,NA,NA,NA,NA
1025,2008,3.929182342430172,-0.17308250871351308,NA,NA,NA,NA,NA
1025,2012,3.9375075578352092,-0.16475729330847597,NA,NA,NA,NA,NA
1025,2014,3.928911409677066,-0.17335344146661918,-0.009541947970396545,-0.13020070598729186,-0.07050463232295223,0.14203919130029705,-0.10514534648627591
1025,2016,3.9298357806433657,-0.17242907050031964,NA,NA,NA,NA,NA
1025,2018,3.9777138612235583,-0.12455098992012668,-0.02017637095964483,-0.08225154752327915,-0.06389568596645134,0.14220679122465307,-0.10043417669540466
1025,2020,4.054117039909815,-0.048147811233870574,-0.013496576571922747,-0.0741108261497897,-0.050707585747546476,0.16839326530344534,-0.07822608806805731
1025,2022,3.997068443746307,-0.1051964073973785,-0.010450111179833757,-0.10341695737782886,-0.057757301276718,0.1655905769065089,-0.09916261446950704
1026,2002,4.156073267846126,0.05380841670244005,NA,NA,NA,NA,NA
1026,2008,4.171296597048696,0.06903174590501077,NA,NA,NA,NA,NA
1026,2012,4.156830903819921,0.05456605267623613,NA,NA,NA,NA,NA
1026,2014,4.172232003922738,0.0699671527790525,0.027056337687095384,0.05085162575181669,0.09988260163043364,-0.06827180198170353,-0.039551610308589974
1026,2016,4.168691910491005,0.06642705934731982,NA,NA,NA,NA,NA
1026,2018,4.200362879713232,0.09809802856954744,0.02904280946343353,0.0630734206553053,0.110013198949562,-0.061929320223857436,-0.04210208027489629
1026,2020,4.21896863660321,0.11670378545952495,0.04121747284212684,0.0671063357668025,0.09683532263554402,-0.0771471717067128,-0.011308174078235827
1026,2022,4.274084074205317,0.17181922306163128,0.03538543339701549,0.1067853708173939,0.10283268823152913,-0.07108293653617397,-0.0021013328481336024
1027,2002,4.18103847249691,0.07877362135322459,NA,NA,NA,NA,NA
1027,2008,4.159143401857802,0.05687855071411742,NA,NA,NA,NA,NA
1027,2012,4.179680606793355,0.0774157556496701,NA,NA,NA,NA,NA
1027,2014,4.121871549607044,0.019606698463358205,-0.003999722958106947,0.039117667909448796,0.0729312608399902,-0.056022500414527665,-0.0324200069134465
1027,2016,4.178706475041516,0.0764416238978311,NA,NA,NA,NA,NA
1027,2018,4.233249304810678,0.1309844536669926,0.0014278287769359814,0.08747238659612702,0.0882935078776179,-0.04028490453666991,-0.005924365047018594
1027,2020,4.261433386389401,0.15916853524571578,0.007938956494839446,0.08675403195285931,0.08250334705084801,-0.030972429292894597,0.012944629040063377
1027,2022,4.26504384929552,0.16277899815183394,0.008780454287916933,0.08327140605497663,0.08442399153302971,-0.029286693672939068,0.015589839948849531
1028,2002,4.212827672970947,0.11056282182726222,NA,NA,NA,NA,NA
1028,2008,4.2097187326173975,0.10745388147371177,NA,NA,NA,NA,NA
1028,2012,4.18232109874705,0.08005624760336455,NA,NA,NA,NA,NA
1028,2014,4.198865650816298,0.09660079967261319,0.02784558923517271,0.07236535294072322,0.10313780187212211,-0.13742875243018565,0.0306808080547805
1028,2016,4.20650491093629,0.1042400597926046,NA,NA,NA,NA,NA
1028,2018,4.216820575420436,0.11455572427675115,0.029893818383091842,0.0837996536537329,0.11195753424559082,-0.13550621431206664,0.024410932306401848
1028,2020,4.217032872496618,0.11476802135293245,0.029369502596222116,0.09756845280992266,0.10420470408492774,-0.1315426564336637,0.015168018295523241
1028,2022,4.253337157616984,0.15107230647329775,0.03283170238117581,0.11203200376817646,0.10189774706205972,-0.13076996324605605,0.035080816507941544
1031,2002,3.7424571582773485,-0.359807692866337,NA,NA,NA,NA,NA
1031,2008,3.810554812869216,-0.29171003827446906,NA,NA,NA,NA,NA
1031,2012,3.9106628836646533,-0.19160196747903185,NA,NA,NA,NA,NA
1031,2014,3.9523839174263014,-0.14988093371738392,-0.016731628565628917,-0.17508444460454142,-0.08151319915546584,0.1792293573695212,-0.05578101876126916
1031,2016,4.01751815050862,-0.08474670063506598,NA,NA,NA,NA,NA
1031,2018,4.065196875281371,-0.03706797586231377,-0.027024845593236146,-0.10793292555860386,-0.06008422408817518,0.20851617596894126,-0.05054215659124015
1031,2020,4.179943633004749,0.07767878186106358,-0.01847485572524029,-0.06469512252449583,-0.053614907509348914,0.23594216196669157,-0.02147849434654315
1031,2022,4.130658018495839,0.028393167352154327,-0.025597184352911112,-0.08414127488551194,-0.03272624696824417,0.19472157051971503,-0.023863696960893802
1032,2002,3.8580565787050456,-0.24420827243863932,NA,NA,NA,NA,NA
1032,2008,3.895574832873997,-0.20669001826968858,NA,NA,NA,NA,NA
1032,2012,3.937273152010341,-0.16499169913334374,NA,NA,NA,NA,NA
1032,2014,3.9770564051827497,-0.1252084459609357,-0.00894025093257398,-0.12832604151967258,-0.07141440169219011,0.18968594572388947,-0.10621369754038881
1032,2016,4.060208085793047,-0.04205676535063819,NA,NA,NA,NA,NA
1032,2018,4.041140320792342,-0.0611245303513432,-0.023585657847339223,-0.09540956871324884,-0.055419019822696834,0.20061746750728437,-0.08732775147534297
1032,2020,4.124606614211746,0.02234176306806115,-0.013768329197165656,-0.07815789357944675,-0.03985272244687498,0.22636805817902686,-0.07224734988747859
1032,2022,4.092591594095762,-0.009673257047923644,-0.017548407047341945,-0.08320406113262253,-0.035903799132016294,0.1914104204563172,-0.06442741019226038
1033,2002,3.821751624863864,-0.28051322627982084,NA,NA,NA,NA,NA
1033,2008,3.86908558869214,-0.2331792624515451,NA,NA,NA,NA,NA
1033,2012,3.902914970968445,-0.1993498801752402,NA,NA,NA,NA,NA
1033,2014,3.9005890402028265,-0.20167581094085824,-0.023536817062702376,-0.09671305708479735,-0.03994367177342434,0.06078454803439585,-0.10226681305433032
1033,2016,3.904702412907943,-0.19756243823574202,NA,NA,NA,NA,NA
1033,2018,3.917916155842678,-0.18434869530100711,-0.025995054126426862,-0.09765047317030764,-0.032030490083052206,0.0830863224518646,-0.11175900037308528
1033,2020,3.963421327496924,-0.13884352364676125,-0.02028676481332376,-0.10254037809756167,-0.04484137381316294,0.10632220978898266,-0.07749721671169583
1033,2022,3.968902123096906,-0.1333627280467796,-0.015564489602508844,-0.06991837706111788,-0.05552107134118325,0.10533282858686838,-0.09769161862883828
1034,2002,3.816990777044524,-0.2852740740991613,NA,NA,NA,NA,NA
1034,2008,3.830201538259044,-0.272063312884641,NA,NA,NA,NA,NA
1034,2012,3.8715009941337675,-0.23076385700991733,NA,NA,NA,NA,NA
1034,2014,3.834853234054285,-0.26741161708940003,-0.012241175111336365,-0.17020237921573894,-0.07272080697738895,0.08257001565961149,-0.09481727144454755
1034,2016,3.8402420507493327,-0.2620228003943525,NA,NA,NA,NA,NA
1034,2018,3.851546667879931,-0.2507181832637544,-0.026797232628098244,-0.15602617991008225,-0.0778641622244243,0.10630882858701371,-0.0963394370881636
1034,2020,3.9542799198736565,-0.14798493127002885,-0.017982623169311606,-0.10761229466157714,-0.07284428865974032,0.132367172964715,-0.08191289774411506
1034,2022,3.9140723265304302,-0.18819252461325536,-0.0037598136564599123,-0.15215839753173302,-0.0825240171332726,0.1335987834050963,-0.08334907969688636
1035,2002,3.9123889879792864,-0.18987586316439878,NA,NA,NA,NA,NA
1035,2008,3.8965742457582375,-0.20569060538544787,NA,NA,NA,NA,NA
1035,2012,3.8965864701431365,-0.20567838100054886,NA,NA,NA,NA,NA
1035,2014,3.925566556246367,-0.1766982948973176,-0.01581811280224874,-0.09129481542121165,-0.031365995439006485,0.03846025482445511,-0.07667962605930612
1035,2016,3.9452538065370715,-0.15701104460661366,NA,NA,NA,NA,NA
1035,2018,3.9499529439816654,-0.15231190716202,-0.024308628484185225,-0.06402980863170103,-0.037123162731940516,0.04577465119750327,-0.07262495851169676
1035,2020,4.013307582845383,-0.08895726829830272,-0.01694705584497035,-0.047176275421353074,-0.031544705066998566,0.06967859641831538,-0.0629678283832964
1035,2022,4.019222873343807,-0.08304197779987825,-0.013915371559263716,-0.0505970676906185,-0.029437445100664768,0.07439514098418198,-0.0634872344335135
1036,2002,3.8452284878990604,-0.2570363632446247,NA,NA,NA,NA,NA
1036,2008,3.877353220979681,-0.2249116301640039,NA,NA,NA,NA,NA
1036,2012,4.053140888224682,-0.0491239629190029,NA,NA,NA,NA,NA
1036,2014,4.041287499640776,-0.06097735150290926,-0.009897482489784748,-0.05106728697043865,0.01889908945139335,0.05103821263250806,-0.06994988412658748
1036,2016,4.075274173469236,-0.026990677674449477,NA,NA,NA,NA,NA
1036,2018,4.098602508957313,-0.0036623421863717824,-0.02037709837118812,-0.0336688252265826,0.007956584788659392,0.05865448191491045,-0.016227485292171214
1036,2020,4.13267915137755,0.030414300233864527,-0.01590504254622471,-0.03004832247332929,0.01287392718366573,0.08392869194961222,-0.020434953879859618
1036,2022,4.111659163801429,0.009394312657744137,-0.01463435324509949,-0.037226109977952365,-0.00742477499255287,0.07453827323702653,-0.005858722363677873
1037,2002,4.242051465208504,0.13978661406481852,NA,NA,NA,NA,NA
1037,2008,4.280140808695191,0.17787595755150587,NA,NA,NA,NA,NA
1037,2012,4.290281202683203,0.18801635153951768,NA,NA,NA,NA,NA
1037,2014,4.315717769482533,0.21345291833884783,-0.07959053676218986,0.10413488311337775,0.16449141826076774,-0.011104881424892965,0.03552203515178487
1037,2016,4.398767839246277,0.296502988102592,NA,NA,NA,NA,NA
1037,2018,4.229881240551903,0.1276163894082174,-0.09426372947229805,0.11482144175511957,0.08491031914276226,0.004659389657898361,0.01748896832473551
1037,2020,4.317476236732354,0.2152113855886686,-0.07438657440578506,0.11707845926880713,0.1274506431596082,0.023373766841735977,0.021695090724301924
1037,2022,4.277770443963553,0.1755055928198681,-0.03490318498772088,0.09122579398988667,0.08724972735797842,0.009694917725151853,0.022238338734571983
1041,2002,4.337499692541613,0.2352348413979274,NA,NA,NA,NA,NA
1041,2008,4.466569712858132,0.36430486171444704,NA,NA,NA,NA,NA
1041,2012,4.341269646074695,0.2390047949310093,NA,NA,NA,NA,NA
1041,2014,4.187224386193308,0.0849595350496231,-0.16937620795051786,0.12440043378471094,0.13859388455464167,0.0024723734102027255,-0.011130948749414605
1041,2016,4.074602843425626,-0.027662007718059784,NA,NA,NA,NA,NA
1041,2018,4.2788428861267525,0.17657803498306693,-0.15304265785978513,0.11738060119619023,0.18457587916223067,0.04785661064320458,-0.02019239815877371
1041,2020,4.319104660227062,0.2168398090833765,-0.15998766031058462,0.1172228492564706,0.23812164080928674,0.012804771023805254,0.00867820830439816
1041,2022,4.223498396181654,0.12123354503796868,-0.22896943587155993,0.04181254767820217,0.2358504081490623,0.06327611817680014,0.009263906905463783
1042,2002,3.8070377931809296,-0.29522705796275567,NA,NA,NA,NA,NA
1042,2008,4.279244342833125,0.17697949168943947,NA,NA,NA,NA,NA
1042,2012,3.7768278324153908,-0.32543701872829467,NA,NA,NA,NA,NA
1042,2014,3.7664925334043367,-0.3357723177393484,-0.2994747457754491,-0.10070526012928942,0.02189672306992554,0.05464884491191987,-0.012137879816455819
1042,2016,4.088778196844554,-0.01348665429913165,NA,NA,NA,NA,NA
1042,2018,4.238131263327413,0.13586641218372825,-0.24475619385043396,0.07751690505528128,0.25883933725118935,0.05877581985404785,-0.014509456126356863
1042,2020,4.013630322878875,-0.08863452826481026,-0.23520035399061653,-0.1325627943621672,0.19858714906797537,0.09512911970932064,-0.014587648689322696
1042,2022,4.103255157528159,9.9030638447406e-4,-0.41313331467849146,0.09785029367122206,0.257916343864445,0.0729747497541764,-0.014617766226877937
1043,2002,4.245799603538503,0.14353475239481733,NA,NA,NA,NA,NA
1043,2008,4.131081395814329,0.02881654467064372,NA,NA,NA,NA,NA
1043,2012,3.710037327807669,-0.39222752333601646,NA,NA,NA,NA,NA
1043,2014,4.153112172779561,0.050847321635875624,-0.1597207266765612,-0.025804118553064418,0.14108018450849594,0.12478889488240495,-0.02949691252539974
1043,2016,4.424261467525808,0.3219966163821225,NA,NA,NA,NA,NA
1043,2018,4.4287036899567624,0.3264388388130767,-0.006737241207752747,-0.002320237156828334,0.258551047493298,0.1833986584094339,-0.10645338872507443
1043,2020,3.7823153122549544,-0.31994953888873073,-1.2067306212225205e-4,-0.1641438316181865,0.0714461549103339,0.23171832210949408,-0.45884951122825024
1043,2022,3.878930116098769,-0.22333473504491674,-0.009802118447469614,-0.21142294648318918,0.07933935540324084,0.2327399098600516,-0.31418893537755077
1045,2002,3.771631514756453,-0.330633336387232,NA,NA,NA,NA,NA
1045,2008,3.8731671811353965,-0.22909767000828873,NA,NA,NA,NA,NA
1045,2012,3.7776265137001084,-0.32463833744357684,NA,NA,NA,NA,NA
1045,2014,3.8507635535301894,-0.2515012976134958,-0.2138217758945653,0.02398721168410259,0.009066488242841841,-0.14149868927832465,0.07076546763244929
1045,2016,3.722248492851,-0.38001635829268493,NA,NA,NA,NA,NA
1045,2018,4.001865587473364,-0.10039926367032104,-0.17102141714666594,0.028238613830585003,0.10361594542581846,-0.14365668184616096,0.08242427606610225
1045,2020,3.816246824465356,-0.2860180266783292,-0.2076238610863258,-0.31258355878702815,0.2438945193602012,-0.0940166997323163,0.08431157356713953
1045,2022,4.195483001674441,0.0932181505307561,-0.2755521423882199,0.10369843735002439,0.3441027304233014,-0.07813085551816623,-9.000193361833886e-4
1046,2002,4.425369643658063,0.32310479251437746,NA,NA,NA,NA,NA
1046,2008,4.428361277241218,0.32609642609753275,NA,NA,NA,NA,NA
1046,2012,4.441739264076515,0.3394744129328304,NA,NA,NA,NA,NA
1046,2014,4.23608284666664,0.13381799552295404,-0.1948722151568628,0.10396535318962993,0.21569465313395594,-0.046799202756800835,0.05582940711303138
1046,2016,4.323143859024703,0.22087900788101758,NA,NA,NA,NA,NA
1046,2018,4.02107616491947,-0.08118868622421493,-0.23416013642019107,-0.0014670990806794353,0.1629564785232813,-0.067116463876041,0.05859853462941496
1046,2020,4.061483819062577,-0.04078103208110861,-0.2347198216397773,-7.799002276223195e-4,0.16462878411118365,-0.045668508927152816,0.07575841460226011
1046,2022,3.615955922261728,-0.48630892888195726,-0.15555458830987695,-0.2690948267945139,0.11511050491593859,-0.030703307986432875,-0.1460667107070724
1047,2002,4.407769086628772,0.30550423548508665,NA,NA,NA,NA,NA
1047,2008,4.323328463981737,0.22106361283805182,NA,NA,NA,NA,NA
1047,2012,4.338384034337166,0.23611918319347996,NA,NA,NA,NA,NA
1047,2014,4.227490015359849,0.1252251642161633,-0.10526793708542588,0.0557039270969948,0.1741740759259576,-0.05901698244874953,0.059632080727386245
1047,2016,4.422538457851921,0.3202736067082362,NA,NA,NA,NA,NA
1047,2018,4.311201148055274,0.2089362969115894,-0.10511312204215688,0.14175757351295928,0.2079440154822887,-0.053265801809709766,0.017613631768207804
1047,2020,4.409656263647628,0.3073914125039428,-0.09162800160180425,0.12886954028511272,0.277036216797167,-0.04115694488235615,0.03427060190582319
1047,2022,4.308178920730997,0.2059140695873123,0.013060966929572898,0.0023060967426418236,0.27424522403590335,-0.06905830277058261,-0.014639915350223465
1051,2002,3.9764348991436997,-0.12582995199998553,NA,NA,NA,NA,NA
1051,2008,4.084260896850476,-0.018003954293208606,NA,NA,NA,NA,NA
1051,2012,4.173633561323024,0.07136871017933875,NA,NA,NA,NA,NA
1051,2014,4.20147722591134,0.09921237476765464,-0.020798607635169112,-0.09413817898188397,-0.10114109380847937,0.3473566013911755,-0.03206634619798868
1051,2016,4.2597285521869015,0.15746370104321603,NA,NA,NA,NA,NA
1051,2018,4.230113136688502,0.12784828554481628,-0.03435236212744773,-0.08129323662863838,-0.09948736499838776,0.3709988988163765,-0.02801764951708661
1051,2020,4.3035177956420325,0.201252944498347,-0.027405153015697147,-0.08228139852444137,-0.09668763345620678,0.415616822178729,-0.007989692684036967
1051,2022,4.255784986227354,0.15352013508366943,-0.02851636291582345,-0.10725897975960622,-0.10023009174943522,0.39858505053393295,-0.009059481025398951
1052,2002,4.166714610871513,0.06444975972782757,NA,NA,NA,NA,NA
1052,2008,4.285252710198341,0.18298785905465542,NA,NA,NA,NA,NA
1052,2012,4.333092984590684,0.23082813344699915,NA,NA,NA,NA,NA
1052,2014,4.308917123127835,0.2066522719841494,-0.01901373305135147,-0.07404449191367546,-0.09634220507817595,0.4255425195562468,-0.02948981752889471
1052,2016,4.293410786819704,0.19114593567601884,NA,NA,NA,NA,NA
